"metropolitan_area","rate","rank","year"
"Stockton-Lodi, CA Metropolitan Statistical Area",8.1,376,"2016"
"Modesto, CA Metropolitan Statistical Area",8.6,377,"2016"
"Farmington, NM Metropolitan Statistical Area",8.8,378,"2016"
"Madera, CA Metropolitan Statistical Area",9.2,379,"2016"
"Yuba City, CA Metropolitan Statistical Area",9.4,380,"2016"
"Fresno, CA Metropolitan Statistical Area",9.5,381,"2016"
"Ocean City, NJ Metropolitan Statistical Area",9.8,382,"2016"
"Hanford-Corcoran, CA Metropolitan Statistical Area",10,383,"2016"
"Bakersfield, CA Metropolitan Statistical Area",10.4,384,"2016"
"Merced, CA Metropolitan Statistical Area",10.6,385,"2016"
"Visalia-Porterville, CA Metropolitan Statistical Area",11.2,386,"2016"
"Yuma, AZ Metropolitan Statistical Area",18.8,387,"2016"
"El Centro, CA Metropolitan Statistical Area",23.6,388,"2016"
"Footnotes",NA,NA,"2016"
"(1) Area boundaries do not reflect official OMB definitions.",NA,NA,"2016"
"Note: Rates shown are a percentage of the labor force. Data refer to place of residence. Areas in the six New England states are Metropolitan New England City and Town Areas (NECTAs), while areas in other states are county-based. ",NA,NA,"2016"
"Ames, IA Metropolitan Statistical Area",2,1,"2017"
"Urban Honolulu, HI Metropolitan Statistical Area",2.2,2,"2017"
"Boulder, CO Metropolitan Statistical Area",2.4,3,"2017"
"Burlington-South Burlington, VT Metropolitan NECTA",2.4,3,"2017"
"Dover-Durham, NH-ME Metropolitan NECTA",2.4,3,"2017"
"Fargo, ND-MN Metropolitan Statistical Area",2.4,3,"2017"
"Fort Collins, CO Metropolitan Statistical Area",2.4,3,"2017"
"Portsmouth, NH-ME Metropolitan NECTA",2.4,3,"2017"
"Elkhart-Goshen, IN Metropolitan Statistical Area",2.5,9,"2017"
"Iowa City, IA Metropolitan Statistical Area",2.5,9,"2017"
"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",2.5,9,"2017"
"Madison, WI Metropolitan Statistical Area",2.5,9,"2017"
"Bismarck, ND Metropolitan Statistical Area",2.6,13,"2017"
"Columbia, MO Metropolitan Statistical Area",2.6,13,"2017"
"Idaho Falls, ID Metropolitan Statistical Area",2.6,13,"2017"
"Lincoln, NE Metropolitan Statistical Area",2.6,13,"2017"
"Manchester, NH Metropolitan NECTA",2.6,13,"2017"
"Portland-South Portland, ME Metropolitan NECTA",2.6,13,"2017"
"Columbus, IN Metropolitan Statistical Area",2.7,19,"2017"
"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2.7,19,"2017"
"Greeley, CO Metropolitan Statistical Area",2.7,19,"2017"
"Logan, UT-ID Metropolitan Statistical Area",2.7,19,"2017"
"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",2.8,23,"2017"
"Fond du Lac, WI Metropolitan Statistical Area",2.8,23,"2017"
"Grand Forks, ND-MN Metropolitan Statistical Area",2.8,23,"2017"
"Mankato-North Mankato, MN Metropolitan Statistical Area",2.8,23,"2017"
"Sheboygan, WI Metropolitan Statistical Area",2.8,23,"2017"
"Sioux Falls, SD Metropolitan Statistical Area",2.8,23,"2017"
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2.9,29,"2017"
"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",2.9,29,"2017"
"Provo-Orem, UT Metropolitan Statistical Area",2.9,29,"2017"
"Rochester, MN Metropolitan Statistical Area",2.9,29,"2017"
"Amarillo, TX Metropolitan Statistical Area",3,33,"2017"
"Appleton, WI Metropolitan Statistical Area",3,33,"2017"
"Dubuque, IA Metropolitan Statistical Area",3,33,"2017"
"Green Bay, WI Metropolitan Statistical Area",3,33,"2017"
"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",3,33,"2017"
"Manhattan, KS Metropolitan Statistical Area",3,33,"2017"
"Midland, TX Metropolitan Statistical Area",3,33,"2017"
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",3,33,"2017"
"Oshkosh-Neenah, WI Metropolitan Statistical Area",3,33,"2017"
"Pocatello, ID Metropolitan Statistical Area",3,33,"2017"
"Wausau, WI Metropolitan Statistical Area",3,33,"2017"
"Austin-Round Rock, TX Metropolitan Statistical Area",3.1,44,"2017"
"Boise City, ID Metropolitan Statistical Area",3.1,44,"2017"
"Eau Claire, WI Metropolitan Statistical Area",3.1,44,"2017"
"Lewiston-Auburn, ME Metropolitan NECTA",3.1,44,"2017"
"Salt Lake City, UT Metropolitan Statistical Area",3.1,44,"2017"
"College Station-Bryan, TX Metropolitan Statistical Area",3.2,49,"2017"
"Jefferson City, MO Metropolitan Statistical Area",3.2,49,"2017"
"Jonesboro, AR Metropolitan Statistical Area",3.2,49,"2017"
"Lafayette-West Lafayette, IN Metropolitan Statistical Area",3.2,49,"2017"
"Lawrence, KS Metropolitan Statistical Area",3.2,49,"2017"
"Lubbock, TX Metropolitan Statistical Area",3.2,49,"2017"
"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",3.2,49,"2017"
"Sioux City, IA-NE-SD Metropolitan Statistical Area",3.2,49,"2017"
"Springfield, MO Metropolitan Statistical Area",3.2,49,"2017"
"Charlottesville, VA Metropolitan Statistical Area",3.3,58,"2017"
"Colorado Springs, CO Metropolitan Statistical Area",3.3,58,"2017"
"Corvallis, OR Metropolitan Statistical Area",3.3,58,"2017"
"Fort Wayne, IN Metropolitan Statistical Area",3.3,58,"2017"
"Grand Island, NE Metropolitan Statistical Area",3.3,58,"2017"
"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",3.3,58,"2017"
"Lewiston, ID-WA Metropolitan Statistical Area",3.3,58,"2017"
"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",3.3,58,"2017"
"Ogden-Clearfield, UT Metropolitan Statistical Area",3.3,58,"2017"
"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",3.3,58,"2017"
"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",3.3,58,"2017"
"Bangor, ME Metropolitan NECTA",3.4,69,"2017"
"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA",3.4,69,"2017"
"Cedar Rapids, IA Metropolitan Statistical Area",3.4,69,"2017"
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",3.4,69,"2017"
"Evansville, IN-KY Metropolitan Statistical Area",3.4,69,"2017"
"Joplin, MO Metropolitan Statistical Area",3.4,69,"2017"
"St. Joseph, MO-KS Metropolitan Statistical Area",3.4,69,"2017"
"Santa Rosa, CA Metropolitan Statistical Area",3.4,69,"2017"
"Winchester, VA-WV Metropolitan Statistical Area",3.4,69,"2017"
"Billings, MT Metropolitan Statistical Area",3.5,78,"2017"
"Knoxville, TN Metropolitan Statistical Area",3.5,78,"2017"
"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",3.5,78,"2017"
"Rapid City, SD Metropolitan Statistical Area",3.5,78,"2017"
"St. Cloud, MN Metropolitan Statistical Area",3.5,78,"2017"
"St. George, UT Metropolitan Statistical Area",3.5,78,"2017"
"San Antonio-New Braunfels, TX Metropolitan Statistical Area",3.5,78,"2017"
"Sherman-Denison, TX Metropolitan Statistical Area",3.5,78,"2017"
"Ann Arbor, MI Metropolitan Statistical Area",3.6,86,"2017"
"Charleston-North Charleston, SC Metropolitan Statistical Area",3.6,86,"2017"
"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",3.6,86,"2017"
"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",3.6,86,"2017"
"Missoula, MT Metropolitan Statistical Area",3.6,86,"2017"
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metropolitan Statistical Area",3.6,86,"2017"
"Staunton-Waynesboro, VA Metropolitan Statistical Area",3.6,86,"2017"
"Topeka, KS Metropolitan Statistical Area",3.6,86,"2017"
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",3.6,86,"2017"
"Abilene, TX Metropolitan Statistical Area",3.7,95,"2017"
"Asheville, NC Metropolitan Statistical Area",3.7,95,"2017"
"Bloomington, IN Metropolitan Statistical Area",3.7,95,"2017"
"Cheyenne, WY Metropolitan Statistical Area",3.7,95,"2017"
"Gainesville, FL Metropolitan Statistical Area",3.7,95,"2017"
"Gettysburg, PA Metropolitan Statistical Area",3.7,95,"2017"
"Harrisonburg, VA Metropolitan Statistical Area",3.7,95,"2017"
"Janesville-Beloit, WI Metropolitan Statistical Area",3.7,95,"2017"
"Napa, CA Metropolitan Statistical Area",3.7,95,"2017"
"St. Louis, MO-IL Metropolitan Statistical Area(1)",3.7,95,"2017"
"San Angelo, TX Metropolitan Statistical Area",3.7,95,"2017"
"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",3.7,95,"2017"
"State College, PA Metropolitan Statistical Area",3.7,95,"2017"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",3.7,95,"2017"
"Wichita Falls, TX Metropolitan Statistical Area",3.7,95,"2017"
"Cape Girardeau, MO-IL Metropolitan Statistical Area",3.8,110,"2017"
"Cleveland, TN Metropolitan Statistical Area",3.8,110,"2017"
"Coeur d'Alene, ID Metropolitan Statistical Area",3.8,110,"2017"
"Great Falls, MT Metropolitan Statistical Area",3.8,110,"2017"
"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",3.8,110,"2017"
"Kansas City, MO-KS Metropolitan Statistical Area",3.8,110,"2017"
"Kokomo, IN Metropolitan Statistical Area",3.8,110,"2017"
"Lancaster, PA Metropolitan Statistical Area",3.8,110,"2017"
"Lexington-Fayette, KY Metropolitan Statistical Area",3.8,110,"2017"
"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",3.8,110,"2017"
"Roanoke, VA Metropolitan Statistical Area",3.8,110,"2017"
"Auburn-Opelika, AL Metropolitan Statistical Area",3.9,121,"2017"
"Chattanooga, TN-GA Metropolitan Statistical Area",3.9,121,"2017"
"Danbury, CT Metropolitan NECTA",3.9,121,"2017"
"Enid, OK Metropolitan Statistical Area",3.9,121,"2017"
"Gainesville, GA Metropolitan Statistical Area",3.9,121,"2017"
"Huntsville, AL Metropolitan Statistical Area",3.9,121,"2017"
"Jacksonville, FL Metropolitan Statistical Area",3.9,121,"2017"
"Lake Charles, LA Metropolitan Statistical Area",3.9,121,"2017"
"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",3.9,121,"2017"
"Oklahoma City, OK Metropolitan Statistical Area",3.9,121,"2017"
"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",3.9,121,"2017"
"Richmond, VA Metropolitan Statistical Area",3.9,121,"2017"
"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",3.9,121,"2017"
"Waco, TX Metropolitan Statistical Area",3.9,121,"2017"
"Worcester, MA-CT Metropolitan NECTA",3.9,121,"2017"
"Birmingham-Hoover, AL Metropolitan Statistical Area",4,136,"2017"
"California-Lexington Park, MD Metropolitan Statistical Area",4,136,"2017"
"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",4,136,"2017"
"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",4,136,"2017"
"Durham-Chapel Hill, NC Metropolitan Statistical Area",4,136,"2017"
"Grand Junction, CO Metropolitan Statistical Area",4,136,"2017"
"Hilton Head Island-Bluffton-Beaufort, SC Metropolitan Statistical Area",4,136,"2017"
"Hot Springs, AR Metropolitan Statistical Area",4,136,"2017"
"Jackson, TN Metropolitan Statistical Area",4,136,"2017"
"Morgantown, WV Metropolitan Statistical Area",4,136,"2017"
"Morristown, TN Metropolitan Statistical Area",4,136,"2017"
"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",4,136,"2017"
"Raleigh, NC Metropolitan Statistical Area",4,136,"2017"
"San Diego-Carlsbad, CA Metropolitan Statistical Area",4,136,"2017"
"Tallahassee, FL Metropolitan Statistical Area",4,136,"2017"
"Bloomington, IL Metropolitan Statistical Area",4.1,151,"2017"
"Columbia, SC Metropolitan Statistical Area",4.1,151,"2017"
"Columbus, OH Metropolitan Statistical Area",4.1,151,"2017"
"Johnson City, TN Metropolitan Statistical Area",4.1,151,"2017"
"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",4.1,151,"2017"
"Lebanon, PA Metropolitan Statistical Area",4.1,151,"2017"
"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",4.1,151,"2017"
"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",4.1,151,"2017"
"Odessa, TX Metropolitan Statistical Area",4.1,151,"2017"
"Panama City, FL Metropolitan Statistical Area",4.1,151,"2017"
"Racine, WI Metropolitan Statistical Area",4.1,151,"2017"
"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",4.1,151,"2017"
"Spartanburg, SC Metropolitan Statistical Area",4.1,151,"2017"
"Trenton, NJ Metropolitan Statistical Area",4.1,151,"2017"
"Tyler, TX Metropolitan Statistical Area",4.1,151,"2017"
"Wichita, KS Metropolitan Statistical Area",4.1,151,"2017"
"Bend-Redmond, OR Metropolitan Statistical Area",4.2,167,"2017"
"Champaign-Urbana, IL Metropolitan Statistical Area",4.2,167,"2017"
"Fort Smith, AR-OK Metropolitan Statistical Area",4.2,167,"2017"
"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",4.2,167,"2017"
"Harrisburg-Carlisle, PA Metropolitan Statistical Area",4.2,167,"2017"
"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",4.2,167,"2017"
"Killeen-Temple, TX Metropolitan Statistical Area",4.2,167,"2017"
"Lansing-East Lansing, MI Metropolitan Statistical Area",4.2,167,"2017"
"Laredo, TX Metropolitan Statistical Area",4.2,167,"2017"
"Montgomery, AL Metropolitan Statistical Area",4.2,167,"2017"
"Muncie, IN Metropolitan Statistical Area",4.2,167,"2017"
"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",4.2,167,"2017"
"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",4.2,167,"2017"
"Reno, NV Metropolitan Statistical Area",4.2,167,"2017"
"Springfield, IL Metropolitan Statistical Area",4.2,167,"2017"
"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",4.2,167,"2017"
"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",4.3,183,"2017"
"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",4.3,183,"2017"
"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",4.3,183,"2017"
"Bowling Green, KY Metropolitan Statistical Area",4.3,183,"2017"
"Burlington, NC Metropolitan Statistical Area",4.3,183,"2017"
"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",4.3,183,"2017"
"Cincinnati, OH-KY-IN Metropolitan Statistical Area",4.3,183,"2017"
"Decatur, AL Metropolitan Statistical Area",4.3,183,"2017"
"Leominster-Gardner, MA Metropolitan NECTA",4.3,183,"2017"
"Lynchburg, VA Metropolitan Statistical Area",4.3,183,"2017"
"Memphis, TN-MS-AR Metropolitan Statistical Area",4.3,183,"2017"
"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",4.3,183,"2017"
"Pueblo, CO Metropolitan Statistical Area",4.3,183,"2017"
"Salem, OR Metropolitan Statistical Area",4.3,183,"2017"
"Terre Haute, IN Metropolitan Statistical Area",4.3,183,"2017"
"Tuscaloosa, AL Metropolitan Statistical Area",4.3,183,"2017"
"Wilmington, NC Metropolitan Statistical Area",4.3,183,"2017"
"Athens-Clarke County, GA Metropolitan Statistical Area",4.4,200,"2017"
"Barnstable Town, MA Metropolitan NECTA",4.4,200,"2017"
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",4.4,200,"2017"
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",4.4,200,"2017"
"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",4.4,200,"2017"
"Dothan, AL Metropolitan Statistical Area",4.4,200,"2017"
"Ithaca, NY Metropolitan Statistical Area",4.4,200,"2017"
"Jackson, MS Metropolitan Statistical Area",4.4,200,"2017"
"Lawton, OK Metropolitan Statistical Area",4.4,200,"2017"
"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",4.4,200,"2017"
"Pittsfield, MA Metropolitan NECTA",4.4,200,"2017"
"Savannah, GA Metropolitan Statistical Area",4.4,200,"2017"
"Winston-Salem, NC Metropolitan Statistical Area",4.4,200,"2017"
"York-Hanover, PA Metropolitan Statistical Area",4.4,200,"2017"
"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area",4.5,214,"2017"
"Baton Rouge, LA Metropolitan Statistical Area",4.5,214,"2017"
"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",4.5,214,"2017"
"Eugene, OR Metropolitan Statistical Area",4.5,214,"2017"
"Hattiesburg, MS Metropolitan Statistical Area",4.5,214,"2017"
"Kalamazoo-Portage, MI Metropolitan Statistical Area",4.5,214,"2017"
"Michigan City-La Porte, IN Metropolitan Statistical Area",4.5,214,"2017"
"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",4.5,214,"2017"
"Owensboro, KY Metropolitan Statistical Area",4.5,214,"2017"
"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",4.5,214,"2017"
"Prescott, AZ Metropolitan Statistical Area",4.5,214,"2017"
"Providence-Warwick, RI-MA Metropolitan NECTA",4.5,214,"2017"
"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",4.5,214,"2017"
"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",4.5,214,"2017"
"Springfield, MA-CT Metropolitan NECTA",4.5,214,"2017"
"Texarkana, TX-AR Metropolitan Statistical Area",4.5,214,"2017"
"Tucson, AZ Metropolitan Statistical Area",4.5,214,"2017"
"Tulsa, OK Metropolitan Statistical Area",4.5,214,"2017"
"Clarksville, TN-KY Metropolitan Statistical Area",4.6,232,"2017"
"Duluth, MN-WI Metropolitan Statistical Area",4.6,232,"2017"
"El Paso, TX Metropolitan Statistical Area",4.6,232,"2017"
"Gadsden, AL Metropolitan Statistical Area",4.6,232,"2017"
"Kingston, NY Metropolitan Statistical Area",4.6,232,"2017"
"Lakeland-Winter Haven, FL Metropolitan Statistical Area",4.6,232,"2017"
"New Haven, CT Metropolitan NECTA",4.6,232,"2017"
"Norwich-New London-Westerly, CT-RI Metropolitan NECTA",4.6,232,"2017"
"Punta Gorda, FL Metropolitan Statistical Area",4.6,232,"2017"
"Reading, PA Metropolitan Statistical Area",4.6,232,"2017"
"Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA",4.7,242,"2017"
"Dayton, OH Metropolitan Statistical Area",4.7,242,"2017"
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",4.7,242,"2017"
"Hartford-West Hartford-East Hartford, CT Metropolitan NECTA",4.7,242,"2017"
"Jackson, MI Metropolitan Statistical Area",4.7,242,"2017"
"New Bern, NC Metropolitan Statistical Area",4.7,242,"2017"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",4.7,242,"2017"
"Port St. Lucie, FL Metropolitan Statistical Area",4.7,242,"2017"
"Valdosta, GA Metropolitan Statistical Area",4.7,242,"2017"
"Albany, OR Metropolitan Statistical Area",4.8,251,"2017"
"Altoona, PA Metropolitan Statistical Area",4.8,251,"2017"
"Carbondale-Marion, IL Metropolitan Statistical Area",4.8,251,"2017"
"Florence, SC Metropolitan Statistical Area",4.8,251,"2017"
"Florence-Muscle Shoals, AL Metropolitan Statistical Area",4.8,251,"2017"
"Greensboro-High Point, NC Metropolitan Statistical Area",4.8,251,"2017"
"Medford, OR Metropolitan Statistical Area",4.8,251,"2017"
"Midland, MI Metropolitan Statistical Area",4.8,251,"2017"
"New Orleans-Metairie, LA Metropolitan Statistical Area",4.8,251,"2017"
"Springfield, OH Metropolitan Statistical Area",4.8,251,"2017"
"Vallejo-Fairfield, CA Metropolitan Statistical Area",4.8,251,"2017"
"Victoria, TX Metropolitan Statistical Area",4.8,251,"2017"
"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",4.9,263,"2017"
"Anniston-Oxford-Jacksonville, AL Metropolitan Statistical Area",4.9,263,"2017"
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",4.9,263,"2017"
"Bloomsburg-Berwick, PA Metropolitan Statistical Area",4.9,263,"2017"
"Bremerton-Silverdale, WA Metropolitan Statistical Area",4.9,263,"2017"
"Brunswick, GA Metropolitan Statistical Area",4.9,263,"2017"
"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",4.9,263,"2017"
"Greenville, NC Metropolitan Statistical Area",4.9,263,"2017"
"Monroe, MI Metropolitan Statistical Area",4.9,263,"2017"
"Warner Robins, GA Metropolitan Statistical Area",4.9,263,"2017"
"Battle Creek, MI Metropolitan Statistical Area",5,273,"2017"
"Bellingham, WA Metropolitan Statistical Area",5,273,"2017"
"Dover, DE Metropolitan Statistical Area",5,273,"2017"
"Glens Falls, NY Metropolitan Statistical Area",5,273,"2017"
"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",5,273,"2017"
"Lima, OH Metropolitan Statistical Area",5,273,"2017"
"Niles-Benton Harbor, MI Metropolitan Statistical Area",5,273,"2017"
"Ocala, FL Metropolitan Statistical Area",5,273,"2017"
"Olympia-Tumwater, WA Metropolitan Statistical Area",5,273,"2017"
"Pine Bluff, AR Metropolitan Statistical Area",5,273,"2017"
"Pittsburgh, PA Metropolitan Statistical Area",5,273,"2017"
"Rochester, NY Metropolitan Statistical Area",5,273,"2017"
"Sebastian-Vero Beach, FL Metropolitan Statistical Area",5,273,"2017"
"Walla Walla, WA Metropolitan Statistical Area",5,273,"2017"
"Akron, OH Metropolitan Statistical Area",5.1,287,"2017"
"Carson City, NV Metropolitan Statistical Area",5.1,287,"2017"
"Goldsboro, NC Metropolitan Statistical Area",5.1,287,"2017"
"Jacksonville, NC Metropolitan Statistical Area",5.1,287,"2017"
"Longview, TX Metropolitan Statistical Area",5.1,287,"2017"
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",5.1,287,"2017"
"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",5.1,287,"2017"
"Santa Fe, NM Metropolitan Statistical Area",5.1,287,"2017"
"Syracuse, NY Metropolitan Statistical Area",5.1,287,"2017"
"Wenatchee, WA Metropolitan Statistical Area",5.1,287,"2017"
"Charleston, WV Metropolitan Statistical Area",5.2,297,"2017"
"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",5.2,297,"2017"
"Hinesville, GA Metropolitan Statistical Area",5.2,297,"2017"
"Kankakee, IL Metropolitan Statistical Area",5.2,297,"2017"
"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",5.2,297,"2017"
"Macon-Bibb County, GA Metropolitan Statistical Area",5.2,297,"2017"
"Mobile, AL Metropolitan Statistical Area",5.2,297,"2017"
"Rome, GA Metropolitan Statistical Area",5.2,297,"2017"
"Utica-Rome, NY Metropolitan Statistical Area",5.2,297,"2017"
"Canton-Massillon, OH Metropolitan Statistical Area",5.3,306,"2017"
"Casper, WY Metropolitan Statistical Area",5.3,306,"2017"
"Monroe, LA Metropolitan Statistical Area",5.3,306,"2017"
"Sumter, SC Metropolitan Statistical Area",5.3,306,"2017"
"Buffalo-Cheektowaga-Niagara Falls, NY Metropolitan Statistical Area",5.4,310,"2017"
"Grants Pass, OR Metropolitan Statistical Area",5.4,310,"2017"
"Muskegon, MI Metropolitan Statistical Area",5.4,310,"2017"
"Peoria, IL Metropolitan Statistical Area",5.4,310,"2017"
"Albany, GA Metropolitan Statistical Area",5.5,314,"2017"
"Binghamton, NY Metropolitan Statistical Area",5.5,314,"2017"
"Columbus, GA-AL Metropolitan Statistical Area",5.5,314,"2017"
"Decatur, IL Metropolitan Statistical Area",5.5,314,"2017"
"Houma-Thibodaux, LA Metropolitan Statistical Area",5.5,314,"2017"
"Mansfield, OH Metropolitan Statistical Area",5.5,314,"2017"
"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",5.5,314,"2017"
"Saginaw, MI Metropolitan Statistical Area",5.5,314,"2017"
"Salisbury, MD-DE Metropolitan Statistical Area",5.5,314,"2017"
"Shreveport-Bossier City, LA Metropolitan Statistical Area",5.5,314,"2017"
"Toledo, OH Metropolitan Statistical Area",5.5,314,"2017"
"Bay City, MI Metropolitan Statistical Area",5.6,325,"2017"
"Elmira, NY Metropolitan Statistical Area",5.6,325,"2017"
"Flagstaff, AZ Metropolitan Statistical Area",5.6,325,"2017"
"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",5.6,325,"2017"
"Lafayette, LA Metropolitan Statistical Area",5.6,325,"2017"
"New Bedford, MA Metropolitan NECTA",5.6,325,"2017"
"Parkersburg-Vienna, WV Metropolitan Statistical Area",5.6,325,"2017"
"Scranton--Wilkes-Barre--Hazleton, PA Metropolitan Statistical Area",5.6,325,"2017"
"Sebring, FL Metropolitan Statistical Area",5.6,325,"2017"
"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",5.6,325,"2017"
"Spokane-Spokane Valley, WA Metropolitan Statistical Area",5.6,325,"2017"
"Williamsport, PA Metropolitan Statistical Area",5.6,325,"2017"
"Albuquerque, NM Metropolitan Statistical Area",5.7,337,"2017"
"Alexandria, LA Metropolitan Statistical Area",5.7,337,"2017"
"Beckley, WV Metropolitan Statistical Area",5.7,337,"2017"
"Chico, CA Metropolitan Statistical Area",5.7,337,"2017"
"Cleveland-Elyria, OH Metropolitan Statistical Area",5.7,337,"2017"
"Cumberland, MD-WV Metropolitan Statistical Area",5.7,337,"2017"
"Dalton, GA Metropolitan Statistical Area",5.7,337,"2017"
"Hammond, LA Metropolitan Statistical Area",5.7,337,"2017"
"Kennewick-Richland, WA Metropolitan Statistical Area",5.7,337,"2017"
"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",5.7,337,"2017"
"Corpus Christi, TX Metropolitan Statistical Area",5.8,347,"2017"
"Erie, PA Metropolitan Statistical Area",5.8,347,"2017"
"Fayetteville, NC Metropolitan Statistical Area",5.8,347,"2017"
"Flint, MI Metropolitan Statistical Area",5.8,347,"2017"
"Homosassa Springs, FL Metropolitan Statistical Area",5.8,347,"2017"
"Redding, CA Metropolitan Statistical Area",5.8,347,"2017"
"Waterbury, CT Metropolitan NECTA",5.8,347,"2017"
"Wheeling, WV-OH Metropolitan Statistical Area",5.8,347,"2017"
"East Stroudsburg, PA Metropolitan Statistical Area",5.9,355,"2017"
"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",5.9,355,"2017"
"The Villages, FL Metropolitan Statistical Area",6,357,"2017"
"Johnstown, PA Metropolitan Statistical Area",6.1,358,"2017"
"Longview, WA Metropolitan Statistical Area",6.1,358,"2017"
"Danville, IL Metropolitan Statistical Area",6.3,360,"2017"
"Fairbanks, AK Metropolitan Statistical Area",6.3,360,"2017"
"Rockford, IL Metropolitan Statistical Area",6.4,362,"2017"
"Anchorage, AK Metropolitan Statistical Area",6.6,363,"2017"
"Watertown-Fort Drum, NY Metropolitan Statistical Area",6.6,363,"2017"
"Rocky Mount, NC Metropolitan Statistical Area",6.7,365,"2017"
"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",6.7,365,"2017"
"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",6.7,365,"2017"
"Yakima, WA Metropolitan Statistical Area",6.8,368,"2017"
"Brownsville-Harlingen, TX Metropolitan Statistical Area",6.9,369,"2017"
"Las Cruces, NM Metropolitan Statistical Area",6.9,369,"2017"
"Stockton-Lodi, CA Metropolitan Statistical Area",7,371,"2017"
"Vineland-Bridgeton, NJ Metropolitan Statistical Area",7,371,"2017"
